WKT,nama,deskripsi
"POLYGON ((106.9695479 -6.1024184, 106.9681758 -6.0908117, 106.9578761 -6.0855202, 106.8761653 -6.0926893, 106.8718737 -6.1039548, 106.8634623 -6.1102703, 106.8579692 -6.1094168, 106.8550509 -6.110953, 106.8452662 -6.1179511, 106.83119 -6.1196579, 106.8281001 -6.1162443, 106.8181437 -6.113684, 106.809389 -6.1145374, 106.8045825 -6.0942255, 106.7932528 -6.0911531, 106.7903346 -6.0933721, 106.7905062 -6.1063445, 106.7848414 -6.1087341, 106.7778033 -6.1034428, 106.7733401 -6.1044669, 106.766302 -6.0996876, 106.7640704 -6.10276, 106.7544574 -6.1029307, 106.7501658 -6.0991756, 106.7451876 -6.1008825, 106.7381495 -6.1005411, 106.7266482 -6.0894462, 106.7252749 -6.0887634, 106.7148036 -6.0932014, 106.7048472 -6.0947376, 106.6923159 -6.0947376, 106.6868228 -6.0971273, 106.6887111 -6.1065152, 106.6964358 -6.1116358, 106.6885394 -6.1148788, 106.6857928 -6.1283627, 106.6900843 -6.1328004, 106.6904277 -6.1374087, 106.6869944 -6.1416756, 106.6866511 -6.1469665, 106.6885394 -6.160279, 106.6878527 -6.1725671, 106.691286 -6.1735911, 106.6976374 -6.176663, 106.7156619 -6.1858789, 106.7166919 -6.1935586, 106.7240733 -6.19134, 106.7239016 -6.2065286, 106.7204684 -6.209259, 106.7192668 -6.2130134, 106.7170352 -6.224447, 106.7345446 -6.2239351, 106.7403811 -6.2273481, 106.7438144 -6.2292252, 106.7438144 -6.2360511, 106.7475909 -6.2375869, 106.7462176 -6.2447539, 106.7477626 -6.2502145, 106.7520541 -6.2495319, 106.7535991 -6.2555043, 106.7506808 -6.2611354, 106.7544574 -6.2618179, 106.7523974 -6.2648894, 106.7535991 -6.2674489, 106.7506808 -6.2713735, 106.7503375 -6.2749568, 106.7565173 -6.2741037, 106.756174 -6.2773457, 106.7609805 -6.2783695, 106.7609805 -6.2846828, 106.7656153 -6.2894604, 106.7683619 -6.2952618, 106.7709368 -6.302428, 106.7729968 -6.3092529, 106.7757434 -6.3148834, 106.7803782 -6.3159071, 106.8087024 -6.3147128, 106.8045825 -6.3234143, 106.7990893 -6.3394521, 106.7922229 -6.3471295, 106.7930812 -6.3515654, 106.7903346 -6.3580484, 106.8038947 -6.3635075, 106.8097311 -6.3641899, 106.814881 -6.3592424, 106.815396 -6.3566833, 106.8203741 -6.3566833, 106.8298155 -6.3565127, 106.835652 -6.3548066, 106.8396002 -6.3515651, 106.8382269 -6.3471293, 106.8401152 -6.3447407, 106.8387419 -6.3433758, 106.8368536 -6.3437171, 106.8377119 -6.3413285, 106.8402869 -6.3426934, 106.8461233 -6.342011, 106.8493849 -6.3360395, 106.8514449 -6.3374044, 106.8498999 -6.3396224, 106.8516165 -6.3425228, 106.8548781 -6.3471293, 106.8552214 -6.3519063, 106.8620879 -6.3573657, 106.8703276 -6.3529299, 106.8734175 -6.3560009, 106.8717009 -6.3580481, 106.8713576 -6.3606072, 106.877709 -6.3635075, 106.8807989 -6.3662371, 106.8825156 -6.3699904, 106.8876654 -6.3699904, 106.8886954 -6.3682844, 106.8948752 -6.371014, 106.8976218 -6.3687962, 106.9013983 -6.3696492, 106.9027716 -6.3653841, 106.9065482 -6.3607778, 106.9099814 -6.3635075, 106.9147879 -6.3655547, 106.9156462 -6.3577069, 106.9175345 -6.3565127, 106.9171912 -6.3534418, 106.9195944 -6.3440583, 106.921311 -6.331433, 106.921826 -6.3232434, 106.9230276 -6.3138594, 106.9216544 -6.3107882, 106.9219977 -6.3039633, 106.9209677 -6.3003802, 106.9151312 -6.2969677, 106.912213 -6.2950908, 106.911698 -6.2908252, 106.9092947 -6.2805874, 106.910668 -6.2720558, 106.9074065 -6.2715439, 106.9048315 -6.2613057, 106.9074065 -6.2594287, 106.9154745 -6.2594287, 106.9183928 -6.2570398, 106.9166762 -6.2532857, 106.9206244 -6.2507261, 106.9219977 -6.2541389, 106.9276625 -6.2546508, 106.9290358 -6.2534564, 106.932984 -6.2544802, 106.944657 -6.2531151, 106.944142 -6.2377572, 106.9462019 -6.237416, 106.9474036 -6.2275184, 106.9503218 -6.2196686, 106.955815 -6.2196686, 106.9587332 -6.2174501, 106.9583899 -6.214549, 106.9602782 -6.2148903, 106.9631964 -6.2142077, 106.966973 -6.2077228, 106.966458 -6.2014086, 106.9685179 -6.19919, 106.9671446 -6.1957769, 106.9700629 -6.1952649, 106.9700629 -6.1916811, 106.9726378 -6.1874145, 106.9717795 -6.1469662, 106.9741827 -6.1461129, 106.9716078 -6.1406512, 106.9717795 -6.1254608, 106.9702345 -6.1217058, 106.9707495 -6.1054907, 106.9695479 -6.1024184))",DKI Jakarta,
