WKT,nama,deskripsi
"POLYGON ((106.7782882 -6.3158969, 106.7721083 -6.338077, 106.7693618 -6.352067, 106.7604354 -6.3561615, 106.7473891 -6.3599149, 106.7467025 -6.3752691, 106.7463591 -6.3895993, 106.7418959 -6.4056349, 106.7360595 -6.413482, 106.7326262 -6.4295169, 106.7532256 -6.4342932, 106.7937377 -6.4431633, 106.7961409 -6.4591973, 106.8263533 -6.4588561, 106.8342498 -6.4414575, 106.8414595 -6.4571504, 106.8538192 -6.4663612, 106.8630889 -6.4564681, 106.8775084 -6.4417987, 106.892958 -6.4397517, 106.8977645 -6.4237171, 106.8984511 -6.3998349, 106.8854049 -6.3827754, 106.8874648 -6.3739043, 106.8825156 -6.3699904, 106.8733886 -6.3711747, 106.8713576 -6.3606072, 106.849356 -6.3435365, 106.8401152 -6.3447407, 106.8396002 -6.3515651, 106.8298155 -6.3565127, 106.814881 -6.3592424, 106.8097311 -6.3641899, 106.7903346 -6.3580484, 106.7922229 -6.3471295, 106.8012908 -6.3319349, 106.8087024 -6.3147128, 106.7782882 -6.3158969))",Depok,
